문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분크림들이 건성용은 유분이 너무 많고 지성은 너무 건조하고 딱 중간을 가진 수분크림 찾기가 쉽지 않았는데 유수분 밸런스가 딱 적당하게 이루어진것 같아서 겉돌지도 않고 피부 진정도 되는것 같고 인생 수분크림 찾은것 같네요! 벌써 두통째 구입했구요 꾸준히 사용 예정입니다~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",952
4,,,,4,4,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"피부 타입 : 복합성, 속건조, 예민성
 
 사용 법 : 낮에는 너무 무겁지 않게 얇게만 발라 마무리 하고 밤에는 스킨케어 마무리 단계에서 수분크림을 듬뿍 바름.
 
 제형 : 되직하지도 않고 묽지도 않아 가볍게 바르기 좋음. 꾸덕꾸덕하거나 끈적한 크림을 싫어하는 사람에게 추천
 
 개선된 점 : 속건조가 잡히기 시작하면서 각질부각이 어느정도 줄어들었음. 드라마틱한 피부 진정, 개선은 아니지만 장기적으로 봤을 땐 확실히 트러블 올라오는 게 줄어들었음
 
 유튜브에서 수분크림 추천 영상 보면 항상 자작나무수분크림이 있어 오프라인에서 행사제품일 때 구매했었는데 위에 나열한 것과 같은 효과를 봄
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",953
2,,,,4,3,1.414213562,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"정말 근래 산 제품 중 가장 마음에 드는 상품이에요!! 집에 크림이 있는데 겨울에 쓰기에 너무 가벼워서 보습감이 떨어지다보니 구매하게 된 제품이에요
 일단 구성이 너무 마음에 들었고, 또 화장품 어플에서 평점이 워낙 좋아서 한번 사봤어요~ 크림이 jar타입이다보니까 덜어서쓰기가 귀찮기는 하지만 그래도 저는 수분감이 확 느껴져서 너무 좋았어요! 그리고 알갱이 같은게 있는데 거기서 수분이 터져나와 얼굴을 감싸는 느낌이라 유분감보다는 수분감으로 얼굴을 감싸주는데, 그 느낌이 너무 좋아요~ 정말 근데 보습감도 있어서 근래 산 제품중 가장 마음에 들었어요! 진정도 잘되면 좋겠어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",954
3,,,,4,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"크림 유목민으로 생활한지 어언 32년...째 
 다른 크림을 쓰던 중 우연히 제품을 알게되어 구입했어요. 사용해보니 다른 크림에 비해 매우 촉촉하고 발림성도 부드럽네요. 워낙 심한 건성에 아토피까지 있어 바디로션이든 크림은 촉촉하고 유수분 밸런스 잡아주는 걸로 구입하는데 이게 딱 그제품 같아요. 그리고 가을부터 겨울이 끝날때까지 크림은 필수필수~~! 크림 바르지 않으면 얼굴에 속당김이 심해져서 촉촉한 크림을 원했는데 이 제품이 딱인것 같아요. 써보고 좋으면 계속 구입할 생각도 있어요. 건성분들 중 촉촉한 크림을 원하신다면 이 제품 강추해요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",955
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무수분크림 유명해서 검색 후 구매한 크림~ 수분쿠림이라 엄청 묽을줄 알았는데 크림제형으로 가볍게 발리는데 보습감 조금과 촉촉함이 맘에 들었습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",956
3,,,,4,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"우선 구매 전에 화해에서 리뷰 평및 복합성인 제 피부에 괜찮은지 매우 꼼꼼하게 따져보고 샀는데, 그런 만큼 만족스러웠어요!
 제가 찾던 딱 수분 촉촉한 수분 크림이었어요. 남는 느낌이 너무 크리미하거나 기름진 걸 원치 않았는 데 딱 괜찮더라구요 제 피부는 복합성에 여드름이 있어서 다음날에 뭐가 나기 쉽상인데 괜찮았어요! 수분크림으로 좋은 것 같아요
 바르고 나서 화장할 때도 촉촉함이 어느 정도 남아있고요.
 바를 때도 그렇게 꾸덕하지 않아서 좋았고 피부에 남는 느낌이 별로 끈적이지 않고 금방 흡수되었어요.
 건성 분들에게는 어떨지 모르겠지만 복합성인 저에게는 딱 괜찮더라고요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",957
4,,,,3,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"몇 년간 일본 수분크림 사용하다가 다른걸로 바꿔볼까하고 여기 제품이 순하고 보습에 좋다해서 구매해봤어요.
 원래 예민한 피부가 아니고 매끈한 편인데 저에게 안 맞는 성분이 있는건지 온 얼굴에 좁쌀같은게 생기더라구요.
 그래서 화장도 잘 안먹고 거칠거칠 하ㅜㅜ,,,
 3-4일 정도 사용했는데 처음 며칠간은 뭐 때문인지 모르다가 오늘 세안 직후 이 수분 크림 바른 후 얼굴이 가려워서 보니 울긋불긋 피부가 다 올라왔더라구요 ㅠㅠ 
 이건 피부별로 개인차가 있으니 꼭 성분 확인하고 구매하시길 바랍니당 ! 
 사용감은 유분기 많은 수분 크림 안 좋아하시는 분들께 추천해요 바르고 나면 가벼운 느낌이라 화장이 밀리거나 하지 않아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",958
3,,,,2,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"우선 순하고 향이 강하지 않아서 부담없이 쓰고 있어요
 일상에서 건조할때마다 바르고 있는데 흡수도잘되고 백배 만족입니다.
 이전에 사용으했던 수분 크림에비하면 수분감이 조금 떨어지는 느낌도 있지만 그래도 그럭저럭 만족할만해요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",959
3,,,,4,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"전에 피지오겔 레드 수분크림을 썼는데 오래쓰다보니 유분감이 너무 심해서 유분보다 수분이 많은 크림을 찾다가 자작나무 수분크림을 발견했어요. 정말 듣던대로 수분감이 넘치고 바르고나면 얼굴에 열감도 내려가는것같아 만족스러웠습니다. 다만 크림 안에있는 알갱이가 조금 거슬려요 잘 터지지도 않구요. 알갱이때문에 바르고나면 얼굴에 알갱이들ㅇㅣ 눈에 보여서 조금 거슬립니다. 이것때문에 메이크업 전에는 바르지 못할것같아요 이 점만 개선된다면 모닝 스킨케어와 나이트 스킨케어 모두 이 제품으로 할 마음이 있을정도로 수분크림 자체의 역할을 아주 충실하게 수행하는 제품입니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",960
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지가 겨울에 쓰기 딱인 크림
 여드름 피부인 저도 이걸로 트러블 난적 없어요 여드름이 있지만 동시에 가벼운크림으로는 보습이 부족한분들이 쓰기 적합해요 건성분들도 악건성만 아니시라면 괜찮을것같네요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",961
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"다른제품사고 받았던 샘플로 써보고 괜찮아서 사봤어요~
 자극없고 특별한 향도 없어서 좋아요! 시원하게 보관한것도 아닌데 바르면 약간 시원촉촉한 느낌들어서 더 맘에듭니다ㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",962
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"전 진짜 파워지성이에요! 너무 지성피부+지성두피라서 앞머리도 겨울에 함부로 내지 못하는 그런 개기름 피부인데, 혹시 수분부족으로 과도한 유분을 생성해내는게 아닐까 해서 질렀습니다. 확실히 수분보충용으로는 딱이에요. 독도스킨이랑 자작나무 크림만 바르면 얼굴 땅길 정도입니다. 정말 리얼 수분만 원하는 분께는 추천. 건성은 비추천합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",963
4,,,,4,4,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하고 수분뿜뿜한 수분크림이라는 여러 추천글들을 보고 구매하게 되었습니다.
 제형은 꾸덕하지 않고 젤크림? 보다는 덜 흐르는 중간쯤의 제형인듯 합니다.ㅎㅎ 향도 튀지않고 무난해서 사용하기 좋습니다.
 피부에 닿을 때 차가워서 피부 열감을 내려주는 효과도 있을 것 같아요.
 바른 후 끈적이지 않고, 수분이 뿜뿜 충전된? 느낌이 듭니다.
 하지만 성분중에 저한테 안맞는 것이 있어서 바른 후 트러블이 올라왔습니다.ㅜㅜ
 민감성 피부라서 크림 안에 알갱이를 녹여 바르기 위해 계속 문지르다보니 피부에 자극이 되는 것 같기도 합니다. 대충 바르면 얼굴에 알갱이가 남아서 돌아다녀요;;
 트러블 때문에 쓸수없어서 지속적인 효과는 모르겠습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",964
3,,,,4,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"흡수가 잘되고 화장할 때 밀리지 않아서 좋아요 
 그리고 복합성에 딱인거 같아요 발라도 유분감이 없는 느낌이에요 
 수분감은 있는 편이지만 건성분들은 조금 부족하다고 느끼실 수 있을거 같아요 
 제형은 꾸떡한 느낌의 제형이었어요
 지금도 너무 잘쓰고 있고 다 쓰면 재구매 의사 무조건 있어요
 남자친구도 하나 사줄까 생각중이에요 저번에 샀을 때 남자친구한테 잘 맞나 한 번 알아보려고 샘플 조금한거 줬는데 너무 잘쓰고 있고 좋다고 해요
 주변 친구들이나 지인분들에게 선물하기 무난한 아이템인거 같아요 피부에 여드름 같이 뭐가 올라오지도 않는 거보면 순한 제품인거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",965
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"기존에 쓰던 수분크림에서 새로 정착한 제품이에요. 주변지인들한테 물어물어 추천받은건데 여러 사람들이 추천한데에는 이유가 있었네요. 일단 수분쿠림이 바르고 나면 오랫동안 건조해지지 않고 산듯해요 흡수가 잘되어서 밀리지 않고 화장해도 발림성이 좋네요. 수분크림이 순하면서도 트러블을 진정시켜주어 피부고민이 많던 저에게도 잘 맞아요.
 저는 테스트겸 얼굴외에도 다른 부위에 발라보았어요. 건조한 다리에 발라보았는데 막 질척이지 않고 기분좋게 뽀송뽀송해져요. 재구매 의사 많고 올리브영애서 제공하는 이벤트나 쿠폰 잘 활용하면 저렴하게 구매할 수 있어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",966
2,,,,4,3,1.414213562,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"안녕하세요 라운드 랩 자작나무 수분 크림을 다섯 번째 사용하고 있는 이용자 입니다 제가 원래 리뷰를 잘 안 넘기는데 여러분께 이 제품을 소개해 드리고 싶어서 시간을 내요 리뷰를 작성 해봅니다 저의 피부는 건성인데 기름기가 나오는 수부지 입니다 수고 G 의 특성상 속은 건조한데 겉에는 기름기가 넘쳐서화장 안했을때 잘 빌리고 듭니다 제가 이 제품을 사용한 이후로부터 그런 현상이 없어졌습니다 아이크림 안에 작은 입자의 수분 알갱이가 있는데 바르면서 그게 터지면 실시간으로 수분 공급 되는 느낌을 봤습니다 군대에 있는 우리 오빠 한테도 택배로 보내 줄 정도로 왕 추천합니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",967
2,,,,4,3,1.414213562,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"기름이 아주 좔좔흐르는 피부인데 여러가지 수분크림을 써봤지만 아직까진 자작나무 수분크림이 제일 좋네오!! 오일이 조금만 섞여있어도 시간좀만 지나면 얼굴에 기름이 자글자글 한데.. 이 수분크림은 적당하게 기름이 올라와서 좋은것같아오. 수분도 확실히 높은지 얼굴에 발랐을때 번들거리는게 아니라 챱챱 흡수되서 기분이 좋아요! 
 다만 수분알갱이 같은게 있는데 은근히 거슬립니다. 잘 터지지도 않고 여기저기 다닥다닥 붙어있는데 자세히 보아야 보이로 암튼 처음 바를때 정성껏 문질문질 해줘야 하나봐요 ~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",968
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"원래 스킨과 에센스만 사용하다가 겨울이 되니깐 피부가 당기는 느낌이 들어서(수부지입니당) 구매했습니다 유튜브에서 추천하는 제품이길래 잘 안 알아보고 사서 좀 걱정했는데 정말 만족해요!! 아침 저녁으로 스킨케어 마무리 단계에 얇게 3번 정도씩 발라주고 있는데 확실히 안당겨요!!!! 샘플도 넉넉하게 들어있어서 밖에 들고 나가기도 편할 것 같아용 수분크림이긴 하지만 약간의 유분기가 있어서 저같은 수부지나 지성분들은 환절기~겨울까지 사용하면 맞으실 것 같아요 그렇다고 막 영양크림 같은 느낌은 아니라 건성분들은 겨울에 쓰시기에는 건조하게 느껴지실 것 같아요 세일해서 저렴한 가격에 좋은 제품 구매해서 만족합니다😊
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",969
3,,,,4,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"닥터지 수분크림 쓰다가 겨울 되니 너무 건조해서 이 제품으로 갈아탔어요 지성에 여드름성 피부인데 바르면 시원하고 촉촉해져요 저녁에 메디힐 티트리 마스크팩과 함께 사용하면 다음날 정말 촉촉한 피부가 되어있답니다 아침에 사용해도 화장이 밀리지 않아요 투명한 알갱이가 몇개 얼굴에 남는데 살짝 눌러서 문지르면 사라져요 너무 건조해서 오일이라도 써야하나 고민이 많았는데 여드름 피부라 오일은 트러블이 있어서 걱정이 됐거든요 이 제품만으로 속건조까지 잡아줘서 다행이에요 올 겨울은 라운드랩 자작나무 수분크림으로 버텨야겠어요 저처럼 민감한 지성 여드름성 피부이신분들 추천드립니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",970
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"겨울이라 건조해서 아들이 사달라고해서 구입했어요. 세일해서 잘 산듯합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",971
1,,,,3,2,1.414213562,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"민감수부지진정크림이라고 적혀있는데 말 그대로입니다. 건성보다는 지성, 보습보다는 진정효과가 있는 제품입니다. 예전에 한번 써봤었는데 수분크림치고는 가벼운 편입니다. 그래도 쟁여두려고 일단 구매합니다. 겨울보다는 여름에 쓰기 좋은 제품
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",972
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"너무 좋은데요 ??? 겨울이라 속건조가 심해서 좀 자극없이 괜찮은거 찾다가 사서 써봤는데 정말 좋아요 자극도 없이 순하고 보습도 되고 지성인저한테 되게 잘맞더라구요 ! 잘쓸거같아여!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",973
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"배송이 그렇게 빠르진 않았지만 올리브영 세일기간 필요했던 수분크림 구매 할 수 있어서 만족스럽고
 제품 제형은 묽지 않고 수분감은 좋아서 보습력이 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",974
1,,,,3,2,1.414213562,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"진짜 인생 수분크림입니다!! 크림은 뭘 쓰든 유분감이 느껴져서 늘 세럼까지만 썼는데 이 수분크림 쓰고 나서 진짜 생각이 바뀌었어요... 진짜 말 그대로 수분을 크림제형으로 만든거 같은 크림입니다. 수분 충전도 잘 되는 것 같고 피부도 편안해요. 지금은 다른 기초와 함께 쓰지만 여름엔 이거 하나만 발라도 충분할 것 같은 느낌!! 벌써 재구매 두통째고 앞으로 쭉 정착할 예정입니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",975
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"가성비 짱짱!! 보습력 좋고 무향이고 제형도 적당해서 부담없이 바르기 좋습니다. 이만한 가성비 템이 또 없습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 가성비 보습 촉촉",976
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"항상항상 구매합니다. 촉촉하고 순하고 좋아요!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",977
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름에 보습위해서 구매했어요. 촉촉하면서 좋습니다. 건성 지성 모두 괜찮은거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",978
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"이전에 한번 구입후 사용감이 괜찮아서 재구매 했습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",979
2,,,,1,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하고 보습용으로 좋습니다 어떤 피부타입이나 잘 맞을거같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",980
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"썬크림 패키지 상품에 있는 수분크림
 써보고 완전 촉촉했어요
 이제 딸들도 같이 써요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",981
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하다고해서 구매했습니다 수분감많은거같아요 끈적이지않고 괜찮아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",982
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"좀 건조하고 땡기기는 한데 자극없이 잘쓰고 있어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",983
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극없고 순해요 
 단지형 말고 튜브형으로 나왔으며뉴좋겠어요ㅔ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",984
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분을 속까지 공급하여 밖으로 세지않게 잡아주는 크림
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",985
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"좋다고 들어서 사봤는데 좋네요 ㅎㅎㅎ 순하고 수분진정에 좋은거 같아요 !
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",986
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저한테는 안맞았어요.
 얼굴에 트러블이 더 나고 가려움증도 있고
 그러네요 ㅜㅜ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",987
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"두번째로 또 사서 쓰고있어요 순하고 좋아요 트러블도 안생기고 만족
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",988
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분감도 확실하고 자극도 없는편이라 구매했습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",989
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하고 촉촉해서 좋아요 끈적이지않고 흡수가잘됩니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",990
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"라운드랩 자작나무 유명한 이유가 있었어요 짱짱
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",991
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"특별한 장점도 단점도 없습니다
 단점이라하면 용기가 불편하다는 점
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",992
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"지성인에게 꼭필요한 제품이에요 
 특히나 여드름이 잘 나시는 분들이라면 꼭 사용해보세요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",993
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"이 로션은 자극없이 순해서 피부 트러블도 덜하고 붉은기도 많이 진정되는 제품
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",994
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"기존 수분크림 다써서 새로장만했어용
 잘맞았으면 좋겠습니당!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",995
