문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
2,2,2,2,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름에 가볍게 바르기 좋아요 바르고 난 후에 끈적임 하나도 없음 지성이시면 건조할것같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",548
3,3,3,4,4,3.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"일단 저는 트러블이 있는 지성 피부예요 지성이라고 수분 충전을 게을리하면 오히려 속에서 유분기가 더 올라온다고 해서 기초 제품에 나름 신경쓰는 편이에요
 
 전에 쓰던 크림이 겨울용이라 이제는 너무 무겁게 느껴지고 답답했는데 이 수분크림은 요즘 같은 계절, 그러니까 여름에 딱 어울리는 제품이라고 생각해요
 
 실온에 보관 중인데 바를 때 시원한 느낌이에요 그건 기분 탓일지도 모르지만 확실한 건 가볍고 산뜻해요 흡수 또한 잘 되는 느낌입니다 저는 기초를 바를 때 너무 꾸덕하면 얼굴에 얹을 때 기분이 나빠지는데 얘는 그런 것도 없어요 지금까지 써 본 제품 중 제일 만족합니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",549
4,5,3,,4,4,0.8164965809,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"독도토너가 좋길래 자작나무 수분크림 사서 써보고 있습니다. 복합성이고 민감성 피부인데 되게 순하고 수분감이 느껴집니다. 젤 제형이라서 너무 꾸덕하거나 무겁지 않고 가볍습니다. 바를 때 양 꽤 바르는 편인데도 끈적임 별로 없네요. 촉촉촉하고, 산뜻하고 바르고 나서 밀리거나 하지 않습니다. 요즘 날씨가 더워져서 세안 후 독도토너와 자작나무 수분크림만 사용한 뒤 선크림 바르니 딱입니다. 스페츌러도 줘서 이걸로 바르고 그 뒤에 손으로 흡수되게 두드려 주니 좋습니다. 위생적인 면에서도 좋고요. 밤에는 수분팩 대신으로 양 많이 두고 자고나면 다음날 피부가 좀 더 맑은 느낌입니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",550
2,3,3,,4,3,0.8164965809,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"피부관리에 별 관심이 없어서 그냥 추천 수분크림 상위에 있는거 썼는데 계속 좁쌀이랑 여드름 나고 간지러워서 잠을 못잤습니다... 그 이후 귀찮음이 몸을 지배 해 버린 사람이라 그냥 한두개씩 트러블 막 일어나는거 신경 안썼더니 이게뭐지 그냥 얼굴이 여드름 맛집이 되어서 여백이 없어지더라구요 그래서 세일도 하겠다 더 나아질까 하면서 샀습니다...급하게 사서 정말 일말의 기대도 안하고 발랐는데 웬걸...시간이 지나도 기름이 폭발하지 않고 안간지러워서 잠이 잘오더랍니다..
 지성인 저에게는 마무리감이나 수분감이 딱 좋습니다 오래 안써서 트러블이나 뭐 들어가는건 잘 모르겠는데 전에 노답이였던 저에겐 매우 만족합니다..
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",551
3,4,3,,4,3.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"믿고쓰는 라운드랩.. 사실 비싼부분이 없지않아 있지만 성분 생각하면 가격이고뭐고 그냥 사게돼요 기름좔좔 수부지라 겉에 기름은 뚝뚝인데 속은 건조해서 잘못쓰면 피부가 엄청 땡기거나 손으로 짜면 기름이 흐를것같이 번들번들 해질때가 있어요 그래서 사냥감 찾는 하이에나마냥 기초제품들을 찾아다닌결과.. 자작나무 라인에 정착.. 진짜 속은 꽉 채워주는데 기름기는 없고 또 성분도 너무 순해서 한번도 뭐 난 적이 없네요 향도 없어서 더 믿음직..??. 클렌징폼은 독도 그리고 세럼 수분크림 선크림 팩 다 자작라인인데 정말 믿고 씁니다 평생 뼈를 묻을게요 제발 없애지만 말아주세요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",552
3,3,3,,3,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"신랑이랑 같이 쓸만한게 뭐가 있나 찾다가 이거 순하다고 해서 사봤어요. 일단 저는 건성, 신랑은 여드름이 자주 올라오는 피부여서 자극적이지 않고 보습 잘 되는걸 찾았어요.
 일단 제형은 꾸덕하지 않고 말랑한 느낌이에요. 그리고 끈적거리는거 별로 안좋아하는데 이건 그런거 없어 좋았어요.
 수분감도 촉촉하고 신랑도 쓰는데 얼굴에 트러블 나거나 하는거 없이 부드럽고 좋다고 꾸준히 잘 바르고 있어요.
 일단 한통 다 써보고 그 중간에 불편감 없으면 다음에도 이거 하나 더 사서 쓸 의향이 있는 제품이에요.
 크림 찾기 힘든 유목민이였는데 아직까진 만족스러워서 좋네요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",553
4,4,3,,3,3.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"원래 자작나무 세럼을 사용했는데 그때 기획상품으로 같이 증정된 자작나무 수분크림을 써보고 세럼보다는 수분크림을 더 선호하게 됐어요
 제 피부는 볼과 이마는 속건조가 좀 있고, 티존은 유분이 심한 복합성 피부입니다!
 자작나무수액이랑 히알루로산이 주성분으로 알고 있는데 정말 이 제품 사용하고 나서 속건조가 개선됐어요!!!
 세안하고 나서 당기던 피부가 이 제품을 기초로 발라주니까 서서히 사라져서 신기했어요
 묽은 젤타입이라 피부로 흡수도 빨라서 지성이나 수부지분들이 사용하기에 가장 적합하다고 생각하고, 여름에 바를 크림 찾으시는 중건성분들에게도 추천드려요!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",554
4,5,4,,4,4.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"복합성 피부에 좋다고 그래서 구매해봤는데 기존에 썼던 제품보다 훨씬 가볍고 수분감이 좋아서 다쓰고나서 또 재구매 할 생각이예요. 흡수도 잘되고 바르고나서 끈적함없이 촉촉하게 잘 발리는 것 같고 제형도 되게 가볍게 발려서 화장할 때 밀림이 없어요. 제가 복합성이라서 시간이 조금만 지나도 바로 기름기가 올라와서 얼굴이 코나 티존이 많이 번들거렸는데 기존에 쓰던 수분크림이 약간 유분기가 많은 것 같아서 이 제품으로 바꾼 거 였는데, 확실히 유분기가 덜하고 수분감이 많아서 시간이 지났을 때 촉촉함은 유지되는 반면에 유분기는 덜한 거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",555
4,3,3,,4,3.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"라운드랩 라인 워낙 믿고 사서 크림 사봤습니다 정말 가볍게 쓸 수 있는 크림이라고 할 수 있을 것 같아요 일단 용기부터 파랑색이라 시원한 느낌을 줄 뿐더러 생각보다 쿨링감도 같이 있어서 얼굴이 시원해서 기분이 좋습니다 크림이 너무 꾸덕하면 얼굴에 잘 안발리고 너무 가벼우면 수분 충전이 안되는 기분인데 자작나무 크림은 딱 적당하고 좋아요 크림을 여러번 덧 발라도 너무 찐득하지 않았고 바를 때도 가볍게 올라가는 느낌이기 때문에 얼굴이 답답하지 않아요 라운드랩 다른 제품 써보셨다면 이 제품도 써보실만 하실거라고 자부합니다 건성한테도 너무 좋아요 ㅠㅠ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",556
3,3,3,,4,3.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"인생 수분크림이라고 말할 수 있을 것 같아요..정말 너무 좋습니다..
 보통 수분 크림을 너무 많이 바르면 피부에 다 흡수가 안되서 겉돌거나 무거운 느낌이 드는데 이 자작나무 수분크림은 바르면 다 흡수가 되서 정말 놀랐습니다. 그리고 많이 발라도 모공을 막는 것 같은 그런 무거운 느낌이 없는게 제일 좋은 것 같아요! 자작나무 수분크림 바르고 피부가 정말 많이 좋아진게 느껴지는 것 같습니다.
 그런데 겨울에 바르기에는 좀 너무 가벼운 느낌이 있어서 잘 모르겠지만 겨울을 제외한 봄,여름,가을에 정말 잘 바를 것 같아요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",557
3,4,4,,4,3.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"독도크림쓰다 여름용 수분크림으로 구매햇어요~ 텍스처는 젤타입이고 부드럽게 아주 잘 발립니다~ 바르고 나면 수분감이 우선 젤 처음 느껴지고 캡슐이 크림속에 잇어 문지르다 보면 터져서 피부에 싹 스며들어 촉촉산뜻해집니다~ 그렇다고 건조한느낌은 없어요~ 속보습은 어느정도 채워줘서 그런거같아요~ 그리고 시원하게 발리다보니 진정도 되는거같아요~ 다만 건성피부이신분은 조금은 건조하게 느껴질수 잇을꺼같아 여러번 자주 발라주면 될꺼같아요~ 성분도 순해서 얼굴에 발라도 자극전혀없구요 
 향도 은은해서 조아요~ 용량도 커서 오래쓸수 잇어 더 좋네요~ 겨울엔 독도크림쓰고 여름엔 자작나무 쓰면 제일인거같아요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",558
2,2,2,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극없이 순한편이고 바를때 가벼운 제형이라 좋아요 촉촉하면서 마무리감은 산뜻해요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",559
1,1,2,,2,1.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"가벼운 수분크림을 원해서 샀어요
 수분크림 속 알갱이들이 이ㅆ는데 잘 안터지고 얼굴 위에 굴러다니는 경우가 많아서 앰플?알갱이가 굳이 있어야 하나 의문이 드네어
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",560
2,2,2,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"몇통째 쓰고 있는지 몰라요 수분부족형지성인데 속건조도 잘 잡아주고 번들번들하지 않아서 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",561
2,2,2,,3,2.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"얼굴이 너무 건조해서 구매했어요
 리뷰보고샀는데 만족합니다
 크림안에 하얀색 알갱이?등이 있어서 화장하기 전에 바르는 크림으로는 못 바를거같고 밤에 바르는 용으로 써여할꺼같아요 건조할 때 듬뿍바르는데 딱이에용
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",562
2,1,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저 복합성인데 되게 순하고 좋아요메이크업하기전에 쓰면 굳
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",563
1,1,1,,2,1.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분감은 있는데 진정 효과는 모르겠네요. 꾸준히 한 통 다 쓰려고하긴 하는데, 효과 없으면 갈아탈 예정
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",564
1,2,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"가을겨울에 피부보습용으로 샀는데 트러블도 안 나고 잘 쓰고 있어요. 수분알갱이가 잘 안 터져서 피부에 바를 때 톡톡 두드리면서 터뜨립니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",565
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"평이 하도 좋아서 기대했는데 평범한 거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",566
2,3,3,,4,3,0.8164965809,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"리뷰를 반만 믿는데 공통적으로 지성에게 좋다는 말이많아서 약간의 고민후 구매! 수분촉촉하게 발라줘야 좋다고해서 관리해야될 나이니까요 ㅜ 기름지지않은 가벼운 제형이라서 흡수도 착착되서 이가 수분크림은 맞는건가? 싶으면서도 좋다고 생각한 크림~ 보통 수분크림은 촉촉함을 넘어 진득하며 나중엔 오일리한느낌까지 생기는걸 발라본 1인으로 이제 내 피부에 맞는걸 쓴다고 생각하게되었습니다 비싸고 좋은거 좋은거겠죠 어머니에게 ㅋㅋ 어머니꺼 욕심부리지말고 내껀 내가 알아서 챙겨씁시다 ㅋ 바라고 안바른거같가서 2중으로 바른뻔하기도?는 너무 간건가? 암튼 지성한테는좋음!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",567
1,1,1,,2,1.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"날씨가 풀리고 따뜻해지면 봄/여름에 바를만한 가벼운 크림인거같음.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",568
1,2,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"샘플써보고 좋아서 본품구매했습니다
 샘플에서는 몰랐던 알갱이가 있어서 롤링잘해서 흡수시켜야합니다
 자극없이 유분기많지않은 수분크림입니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",569
1,2,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"샘플써보고 좋아서 본품구매했습니다
 샘플에서는 몰랐던 알갱이가 있어서 롤링잘해서 흡수시켜야합니다
 자극없이 유분기많지않은 수분크림입니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",570
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"데일리로 순하게 바르기 좋아여~ 재구매 의사ㅇㅇ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",571
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"촉촉하고 좋습니다!!잘샀어요 ㅎㅎ배송도 빨라여
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",572
2,3,2,,3,2.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분크림 다 떨어져서 화해 평점 랭킹 높은 제품들로 서치하다가 구매했습니다!
 올영 평점도 높아서 믿고 산 제품이에요~~
 
 스킨케어 제품 잘못쓰면 항상 여드름 나서 쉐어버터 들어간 제품 절대 안쓰고 성분 꼼꼼히 따져보고 사는 편인데, 이 제품은 여드름 유발 없이 보습+수분에 충실한 제품이라 마음에 들었습니당~~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",573
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"친구한테 선물해줬는데 친구가 엄청 촉촉하다고 그러네용☺️
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",574
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"남자친구가 끈적끈적 하지 않은 걸 좋아해서
 매번 구입하는 제품이에요
 금액은 좀 있지만 좋답니다:)
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",575
2,2,2,,1,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지에 좋다고 해서 샀는데 본인이 수부지가 아닌가봐요ㅠ
 단독으로 바르면 건조해서 다른 수분크림이랑 2겹으로 사용합니다.. 제 기준 재구매의사 없고용.. 역시 피부는 사바사..
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",576
1,2,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극없고 촉촉해서 조아용
 근데 단점은 알갱이?? 가 잘 안녹아서 ㅠㅠ
 아침에 화장할때는 안쓰고 밤에 자기전이 발라요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",577
2,2,2,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"엄청 좋은지 나쁜지
 아직은 모르겠지만.
 따갑거나 여드름이 올라오지는 않아요 ~
 시간 지나도 촉촉 한거 같아요
 크림 바르고 롤링 많이 하는데
 알갱이가 안 녹는것인지..ㅠㅠ
 알갱이가 안 없어져서
 비비 바를 때마다 마다 계속 떼어내줘야해서
 조금 불편해요..
 그래서 재구매 고민 중이예요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",578
2,2,2,,3,2.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극없이 순하고 얼굴에 수분감이 잘스며들어요!
 T존만 유분기가 있는 복합성인데 이거바르고나면 개기름도 안뜨고 좋아용
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",579
2,2,3,,3,2.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"올리브영 후기나 다른 곳에서도 후기가 좋은편이라 믿고 구매해봤어요.^^
 오늘 처음 사용해봤는데 정말 순해요 촉촉하구요😜
 피부가 수분부족 지성피부인데 바를 때 순하다라는게 느껴져서 앞으로 자주 사용할 것 같습니다 !!
 안그래도 마스크착용 때문에 피부에 하나둘씩 올라왔는데 진정 제품으로도 좋은 거 같아요 ~
 자작나무가 피부에 좋다곤 들었었는데 제 피부에 맞을지 안맞을지 고민하다가 후기들보고 구매해봤는데 너무 잘 산거같아요^^ 앞으로 자주 사용할 것 같아요ㅎㅎ 재구매의사 1000%% 세일하고 있으니까 구매 고민하고 계신분들 한번 사용해보셔요 ~~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",580
1,1,1,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"무겁지않고 가볍게 바르기 좋은 스킨케어 제품이에요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",581
3,4,3,,4,3.5,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"진짜 좋아용 ㅎㅎ 올리브영에서 사응품으로 주셔서 써봤었는데 너무.촉촉하고 발림성도 부드럽게 잘발리고 바를때 시원하면서 알맹이가 있어요 ! 잘 풀어서 발라줘야해용 열감오를때 바르면 효과가 좋아요 ㅠㅠ 아무리 덧발라듀 하얗게 백탁일어나는 현상도 없고 바르면 바로 사라지는 느낌이 최고에요 라운드랩은 항상 자극없고 순한제품으로 만들어주셔서 좋아오ㅠㅠ 트러블도 안올라오규 전 민감성인데도 두세번 덧발라주면 끈적이는감은 있어도 제 인생 크림인것 같아서 여행용 크림도 사고 했답당 저는 앰플쓰고 이크림 썼는데 화장이 물광처럼 잘먹었어요 ! 반짝반짝 했답니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",582
2,2,2,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 세럼을 너무 만족해서 크림도 샀는데 크림은 세럼보다 별로에요. 알갱이가 잘 터지지않고 바르면 흡수도 느린거같아 잘 두드려 줘야되요. 같은 라인 세럼에 비해 살짝 아쉽습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",583
2,2,2,,3,2.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"가벼운 제형이라 마무리감이 산뜻합니다
 이 날씨엔 좀 건조하다고 느껴지긴 했는데.
 신기하게 속건조는 리치한 크림 쓸 때보다 줄었네요 
 강추! 근데 화장할때 보면 알갱이가 좀 남아있어요ㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",584
1,2,2,,2,1.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순함 끈적이지 않고 가볍지도 않고 적당함 근데 알갱이 같은게 있어서 아침에 쓰기엔 약간 불편하고 저녁에 듬뿍 바르고 자기 좋음
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",585
1,1,1,,2,1.25,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"48시간 수분 지속이라고 써있는데 그정도는 아닌거 같아요 생각보다 촉촉함이 오래가지는 않습니다ㅠ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",586
3,2,3,,3,2.75,0.5,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"성분이 순해서 좋아요 그런데 제 피부에는 트러블이 더 안날뿐 원래 피부가 개선되진 않았어요~! 그래도 민감성 피부라 트러블 더 나지 않은것만해도 다행이네요!~촉촉해여!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",587
4,5,3,,4,4,0.8164965809,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"<작성자 소개>
 나이: 20대 초반
 성별: 여
 피부타입: 이마에만 여드름이 나고 볼은 건조함
 
 유튜버 디렉터 파이님 리뷰 보고 구매했습니다. 성분도 좋고 특히 여드름 피부에 좋다고 해서 선택했습니다.
 3주 정도 사용해보고 작성중인데, 실제로 정말 마음에 드는 제품입니다! 최근에 썼던 제품 중 가장 순해요ㅠㅠㅠ!!
 여드름 피부 아니시더라도 민감 피부라면 써보면 좋으실 거 같습니다~!
 제형도 일반 수분크림 타입보다 더 부드럽고 수분 함량이 많다고 느꼈습니다. 만지면 기분이 좋아지는 제형이에요
 용량이 많은 편은 아니지만 할인할 때 사서 잘 산 거 같아요. 하지만 건성분이 쓰시면 좀 건조하다고 느끼실 수도 있을 거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",588
